DEPARTAMENTO;MUNICIPIO;ZONA;PUESTO;NOMBRE PUESTO DE VOTACION;MESA;BARRIO;ESTRATO;URBANO/RURAL;MOVIMIENTO DE SALVACION NACIONAL;GENTE EN MOVIMIENTO;WILDER IBERSON ESCOBAR ORTIZ;JUAN CARLOS HENAO VALENCIA;CLAUDIA PATRICIA ECHEVERRY BEDOYA;JUANITA ESPELETA NOREÑA;TULIA ELENA HERNANDEZ BURBANO;PACTO HISTÓRICO Y VERDES;SANTIAGO OSORIO MARIN;DIANA MARCELA ALVAREZ VALENCIA;UBALDO GONZALEZ ARIAS;VICTOR HUGO ZULUAGA RAVE;ERIKA JOHANA SANCHEZ CARDONA;COAL. PARTIDOS CAMBIO RADICAL Y COLOMBIA JUSTA LIB RES;HECTOR ALBERTO GIRALDO QUINTERO;MILTON IVAN TIBADUIZA MARIN;GLADYS GALEANO MARTINEZ;PAULA ANDREA GARCIA DIAZ;MILTON GUTIERREZ NAVARRETE;PARTIDO CONSERVADOR COLOMBIANO;FELIX ALEJANDRO CHICA CORREA;LUISA FERNANDA BARRIGA FRANCO;JUANA CAROLINA LONDOÑO JARAMILLO;JORGE HERNAN YEPES ALZATE;PARTIDO CENTRO DEMOCRÁTICO;LUIS FERNANDO GOMEZ BETANCURT;JENNY VASCO MONTOYA;JESUS IVAN OSPINA ATEHORTUA;ANGELA MARIA ZULUAGA TREJOS;CRISTIAN JIOVANY VALENCIA GRISALES;COALICIÓN JUNTOS POR CALDAS;JUAN SEBASTIAN GOMEZ GONZALES;CLAUDIA LORENA PINILLA MARTINEZ;CAMILO SALAZAR RAMIREZ;GLORIA PATRICIA GIL BEDOYA;HUGO ALBERTO POVEDA CASTAÑEDA;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";MARINO MURILLO FRANCO;MARIA LUISA GONZALEZ GALVIS;HECTOR ARBEY OSORIO OCAMPO;YELILE AGUIRRE VALENCIA;JUAN FELIPE ALVAREZ CASTRO;PARTIDO LIBERAL COLOMBIANO;JOSE OCTAVIO CARDONA LEON;MARTHA LLANETH ALVAREZ SALAZAR;ANDRES FELIPE BETANCOURTH LOPEZ;JUAN CAMILO ALDANA MORALES;EVELIN PINEDA DIAZ;VOTOS EN BLANCO;VOTOS NULOS;VOTOS NO MARCADOS
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;2;VIVEROS;3;URBANO;1;0;8;14;1;1;8;7;18;3;3;1;5;1;5;0;4;2;0;2;8;2;6;12;1;4;1;1;0;1;1;10;10;0;0;2;2;3;1;0;1;5;2;12;1;1;2;0;17;14;7
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;3;VIVEROS;3;URBANO;0;0;4;13;1;0;2;11;27;2;4;2;1;0;3;0;4;4;2;3;3;5;8;11;2;6;0;1;0;2;4;6;3;0;1;0;0;4;1;1;2;5;2;15;1;4;0;2;21;18;2
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;4;VIVEROS;3;URBANO;0;1;5;11;1;1;4;5;14;2;2;0;4;0;1;1;9;3;1;2;8;3;10;12;3;7;0;2;0;1;2;13;8;0;1;0;0;0;0;2;0;6;4;4;0;2;1;0;11;9;2
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;5;VIVEROS;3;URBANO;0;0;15;10;1;0;2;9;14;0;1;3;1;0;1;0;8;1;5;2;8;1;5;9;1;5;1;0;0;0;0;8;8;1;0;1;1;4;0;0;1;3;1;14;1;3;0;1;28;15;10
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;6;VIVEROS;3;URBANO;2;2;7;12;3;1;1;8;15;2;2;2;1;1;3;0;7;1;1;4;10;3;14;21;1;4;0;2;0;1;3;8;5;2;0;0;0;4;0;0;1;3;2;14;0;4;0;0;19;16;7
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;7;VIVEROS;3;URBANO;0;0;11;9;2;1;4;6;16;7;1;0;4;1;6;0;10;2;0;6;6;1;11;19;3;4;0;3;1;0;2;6;4;2;0;1;1;2;0;2;0;3;3;15;0;1;0;0;20;15;7
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;8;VIVEROS;3;URBANO;0;1;11;10;1;1;1;11;15;3;2;3;1;1;1;3;7;1;1;3;10;1;10;12;2;2;0;5;0;1;2;7;7;2;2;0;2;4;0;3;0;2;1;9;4;5;1;1;31;17;1
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;9;VIVEROS;3;URBANO;1;1;11;14;0;2;1;12;14;2;0;3;5;0;1;2;6;2;1;0;7;3;8;8;2;3;0;4;1;0;0;10;5;2;0;1;1;1;0;1;1;4;2;11;1;3;1;0;28;12;5
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;10;VIVEROS;3;URBANO;0;1;11;8;0;2;0;20;22;7;6;3;1;0;7;0;2;0;0;0;7;0;2;8;1;1;2;1;1;1;1;11;4;0;0;0;0;1;0;0;0;3;0;11;1;4;1;0;23;8;1
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;11;VIVEROS;3;URBANO;0;0;18;12;2;2;1;10;14;1;3;3;1;0;1;0;7;1;1;0;8;4;4;6;0;3;1;1;1;1;1;18;4;0;0;0;2;0;0;1;1;2;1;9;0;3;0;0;19;6;1
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;12;VIVEROS;3;URBANO;1;0;12;15;1;3;2;11;25;4;9;3;4;1;0;1;1;3;1;1;8;2;8;5;0;0;0;3;0;1;3;18;2;1;3;0;0;1;0;0;1;3;0;11;1;1;0;1;25;8;2
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;13;VIVEROS;3;URBANO;0;0;8;13;1;2;0;8;25;3;3;2;4;0;4;0;2;1;1;0;3;3;9;11;0;2;1;2;0;2;0;21;3;2;0;0;0;4;0;1;1;5;0;6;0;4;1;1;18;11;2
CALDAS ;MANIZALES;7;4;I.E. MARISCAL SUCRE SEDE D;14;VIVEROS;3;URBANO;0;0;6;7;0;3;1;11;18;0;7;2;1;0;2;1;2;1;0;0;1;1;3;4;3;1;0;1;0;0;1;15;3;0;0;0;0;0;0;0;0;3;0;2;1;3;0;0;0;3;2
CALDAS ;MANIZALES;7;5;I E COLEGIO DE CRISTO;1;ALTA SUIZA;4;URBANO;0;0;10;16;0;3;7;14;23;1;4;1;6;0;4;0;3;2;3;0;13;4;21;20;7;13;1;17;4;2;3;34;3;2;0;0;0;1;2;0;0;0;3;20;3;3;0;1;27;3;0
CALDAS ;MANIZALES;7;5;I E COLEGIO DE CRISTO;2;ALTA SUIZA;4;URBANO;0;0;9;10;3;6;1;15;26;5;5;4;6;0;1;0;5;3;0;1;5;1;10;4;3;6;1;1;0;1;2;29;2;0;0;0;0;1;1;0;2;5;0;7;1;2;1;1;28;1;0
CALDAS ;MANIZALES;7;5;I E COLEGIO DE CRISTO;3;ALTA SUIZA;4;URBANO;0;1;16;10;0;2;0;17;21;3;2;3;2;0;1;3;5;1;2;0;6;2;15;9;4;4;0;3;0;0;2;46;4;2;1;1;0;3;0;0;1;2;0;11;0;4;0;1;15;6;0
CALDAS ;MANIZALES;7;5;I E COLEGIO DE CRISTO;4;ALTA SUIZA;4;URBANO;1;0;14;6;0;2;1;12;22;4;5;2;3;0;1;1;0;0;0;0;3;6;9;4;0;3;0;7;1;0;1;34;4;1;2;0;2;3;3;1;1;1;20;1;0;5;0;0;19;6;0
CALDAS ;MANIZALES;7;5;I E COLEGIO DE CRISTO;5;ALTA SUIZA;4;URBANO;1;0;15;10;0;3;1;9;26;1;9;4;4;0;1;0;6;1;0;0;3;5;5;4;1;3;1;1;0;1;0;32;3;2;1;0;0;2;0;0;0;0;0;16;0;4;0;3;0;0;0
CALDAS ;MANIZALES;7;5;I E COLEGIO DE CRISTO;6;ALTA SUIZA;4;URBANO;0;0;14;9;2;1;1;14;30;7;1;3;3;0;3;1;3;1;0;1;5;3;7;5;1;2;0;3;1;0;0;42;2;1;0;0;0;4;1;0;0;1;0;12;3;7;1;0;17;2;0
CALDAS ;MANIZALES;7;5;I E COLEGIO DE CRISTO;7;ALTA SUIZA;4;URBANO;0;0;7;5;1;2;1;13;22;6;3;1;3;0;1;0;0;4;0;1;2;2;4;5;1;5;0;3;0;0;0;19;0;1;2;0;0;2;1;0;0;4;0;8;0;5;0;0;20;2;0
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;1;LA ENEA;4;URBANO;3;0;11;5;0;0;0;11;10;2;2;8;1;0;0;0;2;1;1;4;7;3;16;9;4;14;0;9;1;3;1;6;4;2;0;1;1;1;1;0;0;1;2;10;0;2;0;0;24;13;13
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;2;LA ENEA;4;URBANO;1;0;10;11;2;0;2;12;17;3;3;6;2;0;2;0;3;1;0;0;16;4;25;7;3;6;0;2;1;1;1;11;5;0;1;0;2;4;0;0;1;1;6;5;0;3;0;2;24;14;7
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;3;LA ENEA;4;URBANO;1;1;11;10;3;1;5;14;12;0;3;5;1;0;4;1;4;1;3;4;12;1;19;11;2;10;1;5;0;5;3;4;4;4;1;1;1;1;1;0;0;4;1;11;0;3;0;1;25;17;4
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;4;LA ENEA;4;URBANO;1;1;11;9;0;4;2;10;13;3;7;15;1;1;2;0;2;2;0;1;10;3;13;6;6;8;0;3;0;0;0;12;3;1;1;2;0;3;0;1;0;1;0;21;3;2;0;1;26;18;3
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;5;LA ENEA;4;URBANO;2;0;14;8;0;1;2;13;12;2;3;7;2;0;4;1;3;1;2;3;9;0;10;9;3;3;0;12;0;1;4;6;3;2;0;0;0;3;2;1;1;4;4;26;1;3;0;0;13;9;9
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;6;LA ENEA;4;URBANO;0;1;12;5;0;2;2;9;13;3;3;3;3;1;2;1;4;2;4;2;9;5;17;14;8;2;0;2;2;3;0;8;9;0;0;1;3;2;0;0;1;0;2;13;0;1;1;0;23;11;10
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;7;LA ENEA;4;URBANO;0;1;8;4;1;2;1;9;18;3;7;12;3;2;1;2;3;0;0;3;9;3;20;6;3;5;0;2;1;0;1;12;5;2;0;0;0;2;1;0;1;7;1;26;1;5;0;1;21;7;1
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;8;LA ENEA;4;URBANO;0;0;10;4;1;1;0;9;12;2;2;10;3;1;2;2;2;2;0;1;15;1;21;11;5;4;1;5;1;0;3;7;5;4;1;0;5;2;0;0;0;0;2;8;1;1;0;0;16;8;7
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;9;LA ENEA;4;URBANO;0;2;7;7;0;1;0;12;14;4;3;15;3;0;3;0;3;1;1;3;12;2;16;13;6;6;0;6;0;2;5;13;5;0;0;0;2;1;0;0;2;3;2;27;1;2;1;1;17;12;4
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;10;LA ENEA;4;URBANO;2;0;10;20;0;1;0;11;18;2;2;9;2;2;1;0;2;3;2;0;12;1;23;11;1;5;0;2;0;3;1;10;4;1;0;1;1;1;1;1;3;3;1;9;1;1;0;1;31;12;0
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;11;LA ENEA;4;URBANO;0;4;15;6;0;4;1;9;13;1;3;8;5;1;3;3;4;4;3;1;10;2;20;9;4;4;0;9;0;1;1;17;9;3;1;1;2;0;1;0;0;4;1;12;2;4;0;0;28;17;3
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;12;LA ENEA;4;URBANO;0;0;14;11;0;3;0;13;26;3;3;10;3;1;4;1;4;1;0;2;4;7;16;11;5;4;0;5;0;0;1;17;2;0;0;0;0;1;0;1;1;3;3;5;3;2;0;1;0;0;0
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;13;LA ENEA;4;URBANO;2;1;14;10;2;0;0;8;20;4;3;5;1;0;0;1;3;2;3;2;10;7;13;14;2;6;3;4;0;2;2;16;3;2;0;0;1;3;2;1;3;1;2;8;2;4;0;0;37;12;1
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;14;LA ENEA;4;URBANO;1;0;13;20;1;0;1;15;20;0;1;16;3;1;2;4;1;1;0;0;11;5;11;6;4;5;1;4;0;0;3;12;3;2;0;1;0;1;0;0;1;3;1;12;3;2;0;1;34;14;1
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;15;LA ENEA;4;URBANO;0;1;8;8;0;4;1;15;14;4;4;16;0;0;3;0;0;1;0;0;6;0;4;3;3;5;0;3;0;0;0;15;4;2;1;0;1;2;0;1;1;1;1;5;2;2;0;0;27;5;2
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;16;LA ENEA;4;URBANO;0;1;5;7;0;0;0;12;20;5;1;12;6;0;0;2;1;0;3;0;3;4;9;2;1;2;0;10;0;0;1;13;3;0;1;0;0;2;1;0;0;1;1;5;0;1;0;1;18;6;1
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;17;LA ENEA;4;URBANO;0;1;11;8;2;3;1;23;21;5;3;20;1;0;2;0;2;1;1;0;4;1;9;2;2;1;0;2;1;1;1;15;3;1;2;0;0;0;0;0;1;5;1;0;2;3;0;1;20;9;1
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;18;LA ENEA;4;URBANO;2;0;9;12;0;1;0;20;26;2;3;14;4;0;3;0;1;1;1;1;6;1;5;10;0;1;0;3;0;0;0;19;4;1;0;0;0;0;0;0;1;1;1;8;0;0;0;0;19;9;0
CALDAS ;MANIZALES;8;1;I.E. SAN PIO X;19;LA ENEA;4;URBANO;1;0;8;6;0;1;0;8;12;1;6;3;1;1;1;1;1;1;0;0;4;0;3;1;0;1;0;3;0;1;2;4;0;0;0;1;0;1;1;0;1;1;1;6;1;0;0;0;16;5;0
CALDAS ;MANIZALES;8;2;I.E. SAN PIO X SEDE B;1;LA ENEA;4;URBANO;0;0;14;8;0;1;1;20;12;0;5;10;4;1;4;1;2;1;2;0;7;4;13;5;5;6;0;6;0;2;2;21;4;0;2;0;1;3;1;1;0;3;2;13;3;3;0;0;26;14;4
CALDAS ;MANIZALES;8;2;I.E. SAN PIO X SEDE B;2;LA ENEA;4;URBANO;0;1;11;15;2;2;4;14;13;1;3;7;1;0;5;2;6;0;3;1;13;3;20;7;5;3;1;0;0;1;1;13;3;1;1;2;1;5;2;0;0;1;3;13;1;3;1;0;27;11;5
CALDAS ;MANIZALES;8;2;I.E. SAN PIO X SEDE B;3;LA ENEA;4;URBANO;1;0;11;14;1;1;1;10;16;3;6;23;3;1;0;2;5;1;0;1;5;2;22;4;4;5;0;4;0;0;1;19;4;2;0;0;0;1;1;0;0;6;1;16;1;4;1;1;32;13;1
CALDAS ;MANIZALES;8;2;I.E. SAN PIO X SEDE B;4;LA ENEA;4;URBANO;0;0;7;11;4;1;0;15;8;2;3;10;5;1;4;2;5;0;1;0;5;8;15;4;3;11;0;6;0;1;3;11;2;1;1;0;0;1;2;2;0;4;1;15;1;3;0;1;31;16;1
CALDAS ;MANIZALES;8;2;I.E. SAN PIO X SEDE B;5;LA ENEA;4;URBANO;1;3;13;24;2;1;0;12;10;4;2;16;6;0;4;0;7;3;1;0;8;4;22;4;2;5;1;4;0;0;2;12;1;1;0;1;2;0;0;0;2;2;0;16;1;4;0;1;20;11;0
CALDAS ;MANIZALES;8;2;I.E. SAN PIO X SEDE B;6;LA ENEA;4;URBANO;0;0;11;9;0;2;3;13;14;4;6;20;3;0;2;1;3;2;0;1;6;2;3;2;3;4;0;5;0;1;0;21;2;1;0;1;0;1;1;0;1;1;1;12;1;4;0;0;24;8;0
CALDAS ;MANIZALES;8;2;I.E. SAN PIO X SEDE B;7;LA ENEA;4;URBANO;0;0;8;7;2;0;1;18;21;5;6;18;6;0;1;0;4;1;0;0;6;0;2;0;0;4;0;1;0;0;0;15;4;1;1;1;0;0;1;2;0;3;0;8;0;3;0;0;42;9;2
CALDAS ;MANIZALES;8;2;I.E. SAN PIO X SEDE B;8;LA ENEA;4;URBANO;0;0;9;7;1;1;1;15;18;2;6;17;0;0;5;0;1;0;0;0;3;0;12;3;0;4;0;1;0;0;2;10;3;1;0;0;0;0;0;0;0;7;0;10;2;0;0;0;20;8;0
CALDAS ;MANIZALES;8;2;I.E. SAN PIO X SEDE B;9;LA ENEA;4;URBANO;1;0;7;5;1;3;0;6;21;7;3;16;6;0;0;1;0;0;0;0;5;0;13;1;1;1;0;2;0;0;0;13;4;0;1;0;0;1;2;1;0;1;1;9;1;6;0;0;25;7;2
CALDAS ;MANIZALES;8;2;I.E. SAN PIO X SEDE B;10;LA ENEA;4;URBANO;1;0;12;12;1;2;1;14;24;6;6;19;1;0;3;1;1;0;1;1;5;2;10;5;2;1;0;3;0;0;2;17;3;1;1;0;0;4;0;0;0;1;0;10;2;4;0;1;27;6;1
CALDAS ;MANIZALES;8;2;I.E. SAN PIO X SEDE B;11;LA ENEA;4;URBANO;0;0;9;2;0;1;1;12;26;2;4;21;9;0;0;0;0;0;1;0;5;2;8;5;0;0;0;1;0;1;1;25;5;0;0;0;0;1;0;1;1;2;0;5;1;2;0;0;24;4;1
CALDAS ;MANIZALES;8;2;I.E. SAN PIO X SEDE B;12;LA ENEA;4;URBANO;0;0;5;1;0;0;0;13;25;1;3;6;6;0;1;0;1;0;0;0;2;2;5;4;2;2;0;0;0;0;3;6;3;0;1;0;0;2;0;0;0;1;1;0;1;5;1;0;14;2;1
CALDAS ;MANIZALES;8;3;I.E. SAN PIO X SEDE A;1;LA ENEA;4;URBANO;1;0;14;6;0;1;2;12;11;1;2;10;0;0;2;0;1;1;1;7;3;1;14;6;6;3;3;3;0;0;0;5;0;2;1;0;2;0;0;0;0;1;4;9;0;5;0;2;12;8;12
CALDAS ;MANIZALES;8;3;I.E. SAN PIO X SEDE A;2;LA ENEA;4;URBANO;0;1;13;8;2;2;2;8;17;0;4;8;4;0;3;0;1;0;1;1;9;4;13;12;4;4;1;3;0;2;2;11;6;1;1;0;0;0;2;0;0;3;2;12;1;5;0;0;10;6;9
CALDAS ;MANIZALES;8;3;I.E. SAN PIO X SEDE A;3;LA ENEA;4;URBANO;0;1;8;15;2;1;3;14;8;2;3;8;0;0;1;0;2;0;0;1;6;1;20;14;2;2;0;6;0;1;3;8;6;1;0;1;0;1;1;2;0;1;1;15;1;3;0;0;17;17;3
CALDAS ;MANIZALES;8;3;I.E. SAN PIO X SEDE A;4;LA ENEA;4;URBANO;1;2;7;9;0;2;1;11;14;0;3;11;0;0;3;1;3;0;0;5;10;1;13;4;4;7;0;2;0;2;2;9;4;5;0;1;0;1;0;0;1;3;1;13;1;1;0;0;17;13;3
CALDAS ;MANIZALES;8;3;I.E. SAN PIO X SEDE A;5;LA ENEA;4;URBANO;2;2;7;6;1;1;1;9;10;0;0;4;3;0;2;2;0;1;1;6;3;2;15;8;3;4;1;3;0;1;0;10;5;0;0;2;1;1;0;0;0;0;0;16;0;0;0;1;9;11;9
CALDAS ;MANIZALES;8;3;I.E. SAN PIO X SEDE A;6;LA ENEA;4;URBANO;2;2;6;4;1;2;2;16;8;2;3;8;1;3;4;1;8;1;2;1;10;3;19;3;2;3;0;5;0;1;3;12;5;2;1;0;0;2;0;1;0;1;1;8;1;5;3;2;22;12;5
CALDAS ;MANIZALES;8;3;I.E. SAN PIO X SEDE A;7;LA ENEA;4;URBANO;0;0;17;8;2;2;2;18;13;2;2;18;1;2;4;0;6;0;1;0;9;2;20;6;4;1;2;4;0;2;0;15;4;1;0;2;1;0;0;0;0;1;0;19;0;2;0;1;22;8;0
CALDAS ;MANIZALES;8;3;I.E. SAN PIO X SEDE A;8;LA ENEA;4;URBANO;0;2;10;3;1;2;3;9;9;1;1;11;0;1;1;0;2;1;0;1;8;2;14;8;5;4;1;11;1;2;3;12;5;2;1;1;1;5;1;0;1;2;0;13;0;1;0;0;15;12;4
CALDAS ;MANIZALES;8;3;I.E. SAN PIO X SEDE A;9;LA ENEA;4;URBANO;0;1;12;3;1;1;5;12;17;1;2;11;4;1;5;0;6;3;1;1;7;4;15;11;4;3;0;8;1;2;1;11;4;0;0;0;2;2;1;1;2;0;3;18;0;3;0;1;18;8;7
CALDAS ;MANIZALES;8;3;I.E. SAN PIO X SEDE A;10;LA ENEA;4;URBANO;1;2;7;5;0;4;4;10;17;4;10;10;3;1;3;1;4;2;2;1;14;5;15;3;1;7;0;4;0;0;1;15;5;3;1;0;0;2;0;0;1;2;0;17;1;4;2;0;26;8;1
CALDAS ;MANIZALES;8;3;I.E. SAN PIO X SEDE A;11;LA ENEA;4;URBANO;0;0;6;8;1;2;1;19;22;7;5;21;3;1;2;0;3;2;1;1;13;2;11;3;1;0;0;5;0;0;1;25;1;0;3;1;0;1;0;1;0;2;0;8;1;0;0;0;16;5;0
CALDAS ;MANIZALES;8;3;I.E. SAN PIO X SEDE A;12;LA ENEA;4;URBANO;0;1;7;4;3;3;2;8;36;5;6;18;4;0;1;1;1;1;1;0;2;0;11;2;3;0;0;0;0;0;1;21;3;0;1;0;0;0;0;0;0;2;0;4;0;0;0;0;15;4;3
CALDAS ;MANIZALES;8;4;I.E. MALTERIA;1;ZONA INDUSTRIAL MALTERIA;2;URBANO;0;2;5;4;0;0;0;3;14;0;6;1;1;0;0;0;2;1;1;15;66;0;2;4;5;4;1;1;0;0;0;1;5;1;0;0;0;4;0;0;0;0;2;3;0;5;1;0;12;10;5
CALDAS ;MANIZALES;8;4;I.E. MALTERIA;2;ZONA INDUSTRIAL MALTERIA;2;URBANO;0;1;5;8;0;0;0;4;4;0;1;4;2;0;1;0;0;3;0;4;59;1;11;3;1;3;0;2;0;1;4;9;3;0;0;1;0;1;0;0;0;2;3;7;2;4;0;0;8;7;5
CALDAS ;MANIZALES;8;4;I.E. MALTERIA;3;ZONA INDUSTRIAL MALTERIA;2;URBANO;0;0;4;6;1;1;1;6;10;2;1;4;0;0;3;0;1;1;0;1;23;2;6;1;1;3;1;1;1;0;0;11;3;0;1;0;0;1;0;0;0;2;2;8;2;0;0;2;21;5;1
CALDAS ;MANIZALES;8;4;I.E. MALTERIA;4;ZONA INDUSTRIAL MALTERIA;2;URBANO;0;0;0;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;2;2;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;2;0;2
CALDAS ;MANIZALES;8;5;I E SAN PIO X SEDE C LA CAPILLA;1;LA ENEA;4;URBANO;0;0;11;11;0;1;1;19;26;8;6;10;3;1;3;1;7;5;1;0;6;3;24;9;0;7;1;5;0;1;2;22;4;2;1;0;0;3;0;2;0;1;1;6;2;6;0;0;31;4;1
CALDAS ;MANIZALES;8;5;I E SAN PIO X SEDE C LA CAPILLA;2;LA ENEA;4;URBANO;0;1;12;8;1;4;1;10;19;6;6;23;2;2;5;0;0;1;1;0;6;2;8;8;2;0;0;1;0;0;1;24;6;0;3;0;0;0;1;0;0;0;0;6;0;3;0;0;16;10;0
CALDAS ;MANIZALES;8;5;I E SAN PIO X SEDE C LA CAPILLA;3;LA ENEA;4;URBANO;0;0;8;8;1;3;0;17;26;0;6;11;4;1;5;2;10;6;1;0;0;0;0;0;1;0;0;1;0;1;0;29;2;0;1;0;0;0;1;0;0;5;0;8;2;7;0;1;23;8;0
CALDAS ;MANIZALES;8;5;I E SAN PIO X SEDE C LA CAPILLA;4;LA ENEA;4;URBANO;0;0;9;7;2;3;1;17;24;5;10;16;4;1;1;0;5;1;0;0;5;4;14;5;1;1;0;5;0;1;2;34;1;3;2;0;0;2;0;0;0;1;0;7;0;0;0;1;19;5;1
CALDAS ;MANIZALES;8;5;I E SAN PIO X SEDE C LA CAPILLA;5;LA ENEA;4;URBANO;0;0;9;8;1;2;0;22;27;8;5;12;4;1;2;1;8;0;1;1;9;1;6;7;1;3;0;0;0;1;1;21;4;0;0;1;0;1;0;1;2;0;1;11;1;2;0;0;18;5;0
CALDAS ;MANIZALES;8;5;I E SAN PIO X SEDE C LA CAPILLA;6;LA ENEA;4;URBANO;0;0;2;3;0;2;0;10;8;4;5;9;1;1;0;0;0;1;1;1;3;0;3;1;0;0;0;0;0;0;0;7;2;1;0;0;0;1;0;0;0;0;0;5;0;0;1;1;19;1;1
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;1;AVENIDA SANTANDER;5;URBANO;0;0;7;5;1;0;1;10;17;1;2;1;0;0;2;1;6;0;0;3;5;3;23;23;12;17;3;22;4;0;1;22;3;3;0;0;0;2;0;2;0;4;2;11;3;5;0;0;0;12;3
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;2;AVENIDA SANTANDER;5;URBANO;1;2;5;5;2;2;2;13;23;2;1;0;2;0;4;0;2;1;2;4;9;6;20;36;10;9;0;19;5;0;1;35;2;1;1;0;2;6;3;0;0;2;1;14;0;3;0;1;18;1;2
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;3;AVENIDA SANTANDER;5;URBANO;2;1;8;8;3;2;3;12;21;4;4;1;3;2;4;4;5;1;1;1;9;3;20;20;9;9;0;11;1;4;0;16;4;0;0;0;1;2;1;0;0;2;0;15;0;4;0;0;18;5;2
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;4;AVENIDA SANTANDER;5;URBANO;1;0;5;6;0;1;2;3;11;0;3;1;0;0;3;0;2;0;0;2;8;9;20;24;15;12;1;20;1;2;0;18;1;0;1;1;0;2;2;1;0;1;0;9;1;4;0;1;8;3;3
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;5;AVENIDA SANTANDER;5;URBANO;1;0;8;5;1;1;4;6;12;1;1;1;0;0;1;2;3;0;1;2;11;10;17;38;7;16;1;25;3;3;1;36;2;1;0;1;0;5;3;1;0;1;1;15;0;5;0;1;18;2;2
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;6;AVENIDA SANTANDER;5;URBANO;0;0;10;8;1;3;2;6;27;1;3;1;0;0;4;3;0;0;2;1;11;10;18;15;6;8;2;15;1;2;5;21;3;1;1;0;0;6;4;0;0;0;0;12;3;5;0;0;18;9;0
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;7;AVENIDA SANTANDER;5;URBANO;1;0;7;8;0;4;1;8;21;2;1;1;2;0;4;1;4;0;1;0;7;9;16;21;13;4;4;20;1;6;3;28;3;3;0;1;1;2;0;0;0;1;0;13;3;6;0;1;16;4;0
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;8;AVENIDA SANTANDER;5;URBANO;1;0;8;8;1;2;0;12;17;0;7;2;1;1;7;3;5;0;2;3;7;11;21;26;7;8;2;11;3;0;0;19;5;0;0;1;0;3;3;0;2;2;0;16;1;9;0;0;12;2;1
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;9;AVENIDA SANTANDER;5;URBANO;1;0;12;7;0;1;1;14;16;1;8;3;3;1;5;1;3;0;0;1;10;8;11;16;8;7;0;8;6;6;1;28;3;1;1;0;0;3;1;1;0;4;0;12;1;4;0;0;16;3;2
