DEPARTAMENTO;MUNICIPIO;ZONA;PUESTO;NOMBRE PUESTO DE VOTACION;MESA;BARRIO;ESTRATO;URBANO/RURAL;MOVIMIENTO DE SALVACION NACIONAL;GENTE EN MOVIMIENTO;WILDER IBERSON ESCOBAR ORTIZ;JUAN CARLOS HENAO VALENCIA;CLAUDIA PATRICIA ECHEVERRY BEDOYA;JUANITA ESPELETA NOREÑA;TULIA ELENA HERNANDEZ BURBANO;PACTO HISTÓRICO Y VERDES;SANTIAGO OSORIO MARIN;DIANA MARCELA ALVAREZ VALENCIA;UBALDO GONZALEZ ARIAS;VICTOR HUGO ZULUAGA RAVE;ERIKA JOHANA SANCHEZ CARDONA;COAL. PARTIDOS CAMBIO RADICAL Y COLOMBIA JUSTA LIB RES;HECTOR ALBERTO GIRALDO QUINTERO;MILTON IVAN TIBADUIZA MARIN;GLADYS GALEANO MARTINEZ;PAULA ANDREA GARCIA DIAZ;MILTON GUTIERREZ NAVARRETE;PARTIDO CONSERVADOR COLOMBIANO;FELIX ALEJANDRO CHICA CORREA;LUISA FERNANDA BARRIGA FRANCO;JUANA CAROLINA LONDOÑO JARAMILLO;JORGE HERNAN YEPES ALZATE;PARTIDO CENTRO DEMOCRÁTICO;LUIS FERNANDO GOMEZ BETANCURT;JENNY VASCO MONTOYA;JESUS IVAN OSPINA ATEHORTUA;ANGELA MARIA ZULUAGA TREJOS;CRISTIAN JIOVANY VALENCIA GRISALES;COALICIÓN JUNTOS POR CALDAS;JUAN SEBASTIAN GOMEZ GONZALES;CLAUDIA LORENA PINILLA MARTINEZ;CAMILO SALAZAR RAMIREZ;GLORIA PATRICIA GIL BEDOYA;HUGO ALBERTO POVEDA CASTAÑEDA;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";MARINO MURILLO FRANCO;MARIA LUISA GONZALEZ GALVIS;HECTOR ARBEY OSORIO OCAMPO;YELILE AGUIRRE VALENCIA;JUAN FELIPE ALVAREZ CASTRO;PARTIDO LIBERAL COLOMBIANO;JOSE OCTAVIO CARDONA LEON;MARTHA LLANETH ALVAREZ SALAZAR;ANDRES FELIPE BETANCOURTH LOPEZ;JUAN CAMILO ALDANA MORALES;EVELIN PINEDA DIAZ;VOTOS EN BLANCO;VOTOS NULOS;VOTOS NO MARCADOS
CALDAS;ARANZAZU;0;0;PUESTO CABECERA MUNICIPAL;30;;;URBANO;0;1;24;0;2;1;0;2;6;0;0;2;0;0;13;1;0;0;0;1;11;0;0;10;0;1;1;4;0;0;0;12;2;0;0;0;0;3;0;0;0;0;0;3;1;1;0;0;9;11;0
CALDAS;ARANZAZU;0;0;PUESTO CABECERA MUNICIPAL;31;;;URBANO;0;1;10;0;1;0;0;3;4;1;0;2;0;1;15;0;0;0;0;1;11;0;2;6;1;2;0;5;0;;2;8;5;0;0;0;1;3;0;0;0;0;0;2;1;0;0;0;5;6;2
CALDAS;ARANZAZU;99;1;PUESTO CABECERA MUNICIPAL;1;;;URBANO;0;0;13;0;1;1;0;1;6;0;0;0;0;0;0;0;0;0;0;3;15;0;0;2;1;1;1;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;1;6;0;1;0;0;3;8;3
CALDAS;ARANZAZU;99;2;ALEGRIAS;1;;;RURAL;0;0;15;1;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;8;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2
CALDAS;ARANZAZU;99;3;BUENOS AIRES;1;;;RURAL;0;1;10;0;1;0;0;0;2;0;0;0;1;0;3;0;0;1;0;0;3;0;0;4;0;3;0;1;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;4;3
CALDAS;ARANZAZU;99;4;LA HONDITA;1;;;RURAL;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;4;0;0;0;0;2;0;1;0;0;0;4;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
CALDAS;ARANZAZU;99;5;VARSOVIA;1;;;RURAL;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;9;0;0;2;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
CALDAS;ARANZAZU;99;20;LA MARINA;1;;;RURAL;0;0;2;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;1;;;URBANO;0;4;22;0;1;0;0;4;6;0;6;0;0;0;7;0;1;0;0;4;15;0;11;2;5;18;0;1;0;0;1;2;0;1;0;0;0;1;0;0;0;0;5;9;0;0;0;0;3;10;11
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;2;;;URBANO;0;3;30;0;1;1;0;3;4;0;4;0;0;0;7;0;0;1;0;1;17;1;9;1;1;22;1;5;1;0;0;7;3;1;0;0;1;1;0;0;0;0;4;12;1;1;0;0;2;25;21
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;3;;;URBANO;0;2;19;0;1;0;0;1;6;0;4;1;1;0;3;1;0;0;0;4;19;1;12;3;9;27;1;3;0;1;0;3;2;1;0;0;1;3;0;1;1;1;3;12;0;0;0;0;7;17;6
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;4;;;URBANO;1;1;25;1;1;1;0;9;7;1;0;0;2;0;2;0;0;2;0;0;12;2;8;2;4;0;4;4;0;1;0;2;2;1;0;0;1;1;0;1;0;1;0;7;0;0;0;0;7;14;7
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;5;;;URBANO;0;2;22;0;2;0;0;5;5;0;6;0;0;0;0;0;1;1;0;0;20;0;6;3;7;22;0;5;1;0;0;3;1;1;0;1;2;3;0;1;0;0;1;2;0;1;1;0;12;15;14
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;6;;;URBANO;0;1;26;0;0;1;0;7;9;0;2;0;0;2;5;0;0;0;2;3;18;1;4;2;6;17;0;1;0;1;0;5;2;1;0;0;1;1;0;1;0;1;2;9;1;0;0;0;3;15;1
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;7;;;URBANO;0;1;29;0;0;0;0;3;6;1;3;1;0;0;10;0;0;3;0;1;25;0;13;2;6;15;0;2;0;0;0;9;1;0;0;0;3;8;0;1;0;2;3;6;1;2;0;2;5;27;12
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;8;;;URBANO;0;3;31;0;1;0;0;8;7;0;2;0;1;1;5;0;0;1;1;1;20;1;11;1;3;13;0;3;1;0;2;5;2;0;0;0;1;2;1;1;0;1;1;13;0;0;0;0;5;21;8
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;9;;;URBANO;0;3;35;0;1;1;1;4;4;0;1;0;0;0;4;1;0;2;0;1;20;0;10;5;2;15;0;2;0;0;1;8;2;0;0;0;1;1;0;0;0;1;3;8;0;2;0;0;9;23;5
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;10;;;URBANO;1;1;32;0;2;0;0;0;3;0;1;0;0;0;5;0;1;1;0;3;10;0;5;0;3;22;1;5;1;0;0;7;1;0;0;0;0;1;0;1;0;1;2;7;1;2;0;0;5;22;6
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;11;;;URBANO;0;2;38;0;0;0;0;5;7;2;7;0;0;0;8;1;1;4;0;4;9;0;6;0;0;14;0;2;0;0;0;3;3;0;0;0;2;1;0;1;0;0;1;7;0;1;0;0;3;14;8
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;12;;;URBANO;0;0;27;1;0;0;0;2;5;1;3;0;0;0;4;0;0;2;0;1;17;0;7;0;7;15;1;2;0;0;1;3;2;0;0;0;1;1;0;0;1;0;2;5;1;0;1;0;7;17;6
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;13;;;URBANO;0;1;29;0;3;0;0;2;1;1;1;0;1;0;3;1;1;1;0;1;11;0;10;2;3;19;2;1;3;0;0;3;1;1;0;0;0;2;1;0;0;0;1;8;0;0;2;0;6;6;5
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;14;;;URBANO;0;1;31;1;1;1;0;5;9;1;3;0;0;1;2;0;0;0;0;4;7;1;7;3;3;25;0;3;0;0;0;5;2;0;0;0;1;2;0;0;0;1;0;5;0;1;0;0;4;7;4
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;15;;;URBANO;0;0;25;0;0;0;0;3;7;2;2;0;2;0;3;3;0;0;0;1;12;1;12;2;3;17;0;1;1;0;0;6;5;2;0;0;0;1;0;0;0;3;0;7;2;0;0;0;14;7;2
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;16;;;URBANO;0;0;20;0;2;1;0;4;8;2;5;1;0;0;3;0;0;0;1;1;14;1;10;2;1;22;1;3;0;0;0;7;1;1;0;0;0;0;0;0;0;1;1;9;2;0;0;0;14;4;0
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;17;;;URBANO;0;1;34;0;1;1;0;4;4;0;1;0;1;0;2;0;1;2;0;2;4;0;11;1;0;14;0;4;0;0;0;3;1;0;0;0;2;1;0;0;0;0;0;8;0;0;0;0;7;10;2
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;18;;;URBANO;0;0;23;0;0;0;0;2;5;0;2;1;1;0;4;0;0;2;0;1;15;0;10;2;2;13;0;2;1;0;0;7;2;0;0;0;0;4;0;2;0;1;1;8;0;1;0;0;10;7;8
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;19;;;URBANO;0;0;17;0;0;0;0;1;5;0;0;0;0;0;5;0;0;0;0;1;7;1;10;2;1;19;0;4;0;1;0;5;1;0;0;0;0;2;0;0;0;2;0;11;0;0;0;1;10;8;2
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;20;;;URBANO;0;1;23;0;0;1;1;10;4;0;1;0;0;0;2;0;0;2;0;0;10;0;11;1;0;7;0;3;0;0;0;9;0;0;0;0;0;0;0;0;0;2;0;12;0;0;0;0;9;8;2
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;21;;;URBANO;0;1;21;0;2;0;1;3;7;0;2;0;1;0;3;0;0;3;1;1;9;0;15;4;2;12;1;2;1;1;0;10;2;1;0;0;0;1;0;0;0;0;0;11;1;0;0;0;7;5;0
CALDAS;BELALCAZAR;0;0;PUESTO CABECERA MUNICIPAL;22;;;URBANO;0;1;16;0;0;0;0;3;3;0;3;0;1;0;0;0;0;1;0;3;3;0;8;1;2;7;0;2;0;0;0;5;4;1;1;0;0;2;0;1;1;0;1;5;0;0;0;1;9;1;0
CALDAS;BELALCAZAR;99;1;EL MADROÑO;1;;;RURAL;1;0;34;1;1;0;0;4;2;0;0;1;0;0;1;0;0;1;0;3;13;0;9;34;2;9;1;3;1;0;0;2;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;2;19;4
CALDAS;BELALCAZAR;99;1;EL MADROÑO;2;;;RURAL;0;0;26;1;0;0;0;4;1;0;1;1;0;0;1;0;0;2;0;0;2;2;0;19;0;7;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;14;1
CALDAS;BELALCAZAR;99;5;EL AGUILA;1;;;RURAL;0;5;60;1;2;0;0;5;12;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;17;0;1;1;0;0;0;0;3;0;1;0;2;3;0;0;1;1;0;0;0;0;0;3;16;16
CALDAS;BELALCAZAR;99;5;EL AGUILA;2;;;RURAL;0;0;19;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;8;2
CALDAS;BELALCAZAR;99;7;LA CASCADA;1;;;RURAL;0;1;30;0;1;0;0;1;5;0;0;0;0;0;1;0;0;0;0;1;6;0;0;1;11;31;0;2;0;0;0;3;1;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;7;15;8
CALDAS;BELALCAZAR;99;9;QUIEBRA DE LA HABANA;1;;;RURAL;1;3;39;0;1;0;0;6;11;0;2;1;0;0;3;0;0;0;0;4;4;0;7;0;1;27;0;3;1;0;0;0;1;0;0;0;3;3;0;0;0;0;1;5;0;0;0;0;11;16;12
CALDAS;BELALCAZAR;99;9;QUIEBRA DE LA HABANA;2;;;RURAL;0;0;25;1;0;0;0;2;4;0;2;2;1;1;1;3;0;0;0;0;3;0;14;1;1;22;0;1;0;0;0;1;0;1;0;0;1;2;0;1;0;2;1;4;0;0;0;0;13;9;4
CALDAS;BELALCAZAR;99;13;SAN ISIDRO;1;;;RURAL;0;0;42;0;0;0;0;6;5;0;7;1;0;0;7;0;1;0;0;2;15;0;8;0;5;21;0;4;1;0;0;4;1;0;0;0;0;3;0;2;0;7;2;3;0;0;0;0;15;20;7
CALDAS;BELALCAZAR;99;13;SAN ISIDRO;2;;;RURAL;0;0;12;0;o;0;0;1;0;0;0,0;0;0,;0;2;0;0;0;0;0;6;0;3;0;0;5;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;6;0;2;1;0;0;0;3;1;0
CALDAS;BELALCAZAR;99;18;EL CRUCERO;1;;;RURAL;0;1;29;0;0;0;0;1;2;1;1;0;1;0;5;0;0;0;0;0;21;0;11;3;1;15;0;1;0;0;0;0;1;0;0;0;2;3;0;0;0;4;1;2;0;0;0;0;6;20;2
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;1;;;URBANO;0;2;18;1;1;0;0;5;8;0;0;1;1;0;5;0;0;1;1;1;3;0;7;12;1;1;0;1;0;0;1;16;0;0;0;0;3;3;0;1;2;2;3;13;2;10;1;0;0;26;11
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;2;;;URBANO;0;4;27;0;3;0;0;3;9;1;1;0;0;1;3;0;2;1;0;7;6;2;13;21;3;4;0;5;0;1;1;20;0;1;0;0;2;2;0;3;1;7;3;15;2;19;3;0;5;21;11
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;3;;;URBANO;1;3;26;1;0;0;0;1;13;0;4;1;1;1;3;1;2;1;1;2;5;0;12;10;2;5;1;1;2;1;1;19;0;0;0;0;4;6;0;1;0;3;6;14;0;10;0;0;5;23;8
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;4;;;URBANO;0;1;23;0;0;0;0;4;11;0;0;0;0;0;6;0;1;0;1;2;3;1;16;15;5;1;0;2;1;1;2;12;0;1;0;0;3;0;0;0;0;2;2;16;0;4;0;0;7;25;9
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;5;;;URBANO;0;0;22;0;1;0;0;4;13;0;1;1;1;0;2;0;0;0;0;5;6;0;5;20;0;4;0;1;0;0;1;17;0;1;0;0;4;3;0;0;0;6;1;14;0;9;0;2;8;23;6
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;6;;;URBANO;0;2;28;0;0;0;0;4;11;0;3;0;2;3;2;0;2;0;0;0;14;0;22;18;3;4;0;0;1;0;0;19;1;1;1;0;3;5;0;0;0;6;2;21;1;17;2;0;11;15;6
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;7;;;URBANO;0;1;24;0;1;0;0;6;15;1;1;1;1;0;9;0;2;0;0;2;10;1;5;6;0;0;0;0;0;0;0;16;0;1;0;0;4;4;0;1;0;0;2;16;1;9;0;0;12;16;10
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;8;;;URBANO;0;0;24;1;0;1;0;2;15;0;0;0;3;0;3;0;1;0;2;2;9;0;19;9;1;0;0;2;0;0;1;32;0;1;0;0;3;5;0;0;0;9;3;12;1;9;0;0;8;15;6
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;9;;;URBANO;0;2;20;0;1;0;0;3;11;0;1;1;2;1;8;0;1;0;1;3;3;3;11;17;1;1;0;2;0;0;0;23;0;0;0;0;4;5;0;0;0;6;2;6;0;5;1;0;10;14;10
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;10;;;URBANO;0;1;13;0;0;0;0;2;6;0;1;0;0;0;2;0;2;1;0;1;14;1;16;6;1;5;0;3;0;0;0;19;1;2;0;0;0;4;0;2;0;7;2;15;0;8;0;1;7;15;6
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;11;;;URBANO;0;1;21;0;1;0;1;2;11;0;0;0;0;0;3;1;0;1;0;6;9;0;21;8;1;3;0;1;0;0;0;20;0;1;0;0;3;3;0;2;0;7;2;15;0;8;0;1;7;15;6
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;12;;;URBANO;1;0;13;0;0;0;0;1;7;0;1;0;1;0;1;0;0;0;0;1;8;0;10;7;3;2;0;2;0;1;1;13;0;0;1;0;1;3;0;0;1;7;1;16;0;10;1;0;5;21;6
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;13;;;URBANO;0;0;29;0;1;1;0;1;13;2;1;0;0;0;5;0;0;2;0;2;4;0;9;7;0;0;0;0;0;0;0;24;0;0;1;0;0;4;1;1;0;9;1;9;2;16;0;0;14;14;6
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;14;;;URBANO;0;0;25;0;0;0;0;4;16;1;2;0;1;0;3;0;0;0;0;0;8;3;12;4;0;2;0;1;0;1;1;17;0;0;0;0;0;7;0;0;0;6;0;0;1;10;0;0;10;4;2
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;15;;;URBANO;1;1;17;0;0;0;0;1;13;0;0;0;4;0;1;0;0;0;0;1;6;0;22;6;2;1;0;2;0;0;0;12;0;0;0;0;0;6;0;1;0;11;0;9;0;9;0;0;0;0;0
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;16;;;URBANO;0;0;22;0;0;0;0;6;10;0;0;0;1;1;4;0;0;0;0;1;3;1;15;2;1;1;0;0;0;0;0;10;1;0;0;0;0;4;0;0;0;6;1;7;1;7;1;0;11;5;5
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;17;;;URBANO;0;0;17;0;0;3;0;2;22;2;0;0;0;0;3;0;1;1;0;1;6;1;14;2;0;1;0;0;0;0;0;18;1;0;0;1;1;5;1;2;1;5;0;10;0;6;0;0;15;10;0
CALDAS;FILADELFIA;0;0;PUESTO CABECERA MUNICIPAL;18;;;URBANO;0;1;12;0;0;0;0;0;9;1;1;0;0;0;0;0;0;2;1;0;6;2;13;3;0;0;1;1;0;0;0;12;1;0;0;0;0;3;0;0;0;2;1;6;0;6;0;0;8;2;0
CALDAS;FILADELFIA;99;1;EL PINTADO;1;;;RURAL;0;1;28;0;2;0;0;5;10;0;1;0;0;0;2;0;0;0;0;1;3;0;6;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;3;5;2
CALDAS;FILADELFIA;99;2;EL VERSO;1;;;RURAL;0;2;43;0;0;3;1;0;1;0;0;0;0;0;3;1;0;0;0;0;1;0;17;1;0;0;0;0;0;0;0;18;0;0;0;0;0;2;0;0;0;0;0;6;0;15;0;1;1;11;2
CALDAS;FILADELFIA;99;3;LA PAILA;1;;;RURAL;0;0;10;0;1;0;0;1;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;0
CALDAS;FILADELFIA;99;5;LA PAILA;1;;;RURAL;0;0;34;0;7;0;0;3;8;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;2;2;0;3;0;0;1;12;0;0;0;0;0;6;1;1;0;8;0;11;0;1;0;0;3;24;8
CALDAS;FILADELFIA;99;7;MORRITOS;1;;;RURAL;0;3;37;0;1;3;0;5;40;0;3;0;0;0;0;0;0;0;0;4;8;0;8;6;4;0;0;3;0;0;1;23;0;0;0;0;1;3;0;0;0;1;3;3;0;6;1;0;3;12;0
CALDAS;FILADELFIA;99;9;SAMARIA;1;;;RURAL;2;3;40;1;1;0;0;3;13;1;1;1;1;0;3;1;2;1;1;5;4;3;9;18;2;1;0;0;1;0;1;9;3;2;0;0;1;4;0; ;0;0;2;9;0;6;0;1;2;23;10
CALDAS;FILADELFIA;99;9;SAMARIA;2;;;RURAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;1;15;8;3;1;0;0;0;0;1;8;5;2;0;0;2;3;0;0;1;2;2;10;0;6;0;0;2;25;11
CALDAS;FILADELFIA;99;9;SAMARIA;3;;;RURAL;0;5;51;0;1;1;0;0;13;0;1;0;0;0;2;0;4;3;1;1;6;2;5;10;1;4;0;0;0;1;1;7;5;0;0;0;2;15;0;3;1;0;4;7;0;7;0;0;8;17;6
CALDAS;FILADELFIA;99;9;SAMARIA;4;;;RURAL;0;1;61;0;0;1;0;2;20;2;1;0;0;0;5;0;6;1;0;2;2;2;6;5;0;2;0;0;0;1;1;14;2;0;0;0;0;7;0;1;0;0;0;10;0;2;0;0;5;9;0
CALDAS;FILADELFIA;99;9;SAMARIA;5;;;RURAL;0;2;30;0;0;1;0;0;8;0;0;0;0;0;0;0;2;2;0;1;3;1;5;3;0;0;0;0;1;0;0;4;1;0;0;1;0;8;0;0;0;1;0;4;0;2;0;0;7;8;0
CALDAS;FILADELFIA;99;20;SAN LUIS;1;;;RURAL;0;2;69;0;0;0;0;2;10;1;1;0;0;0;1;0;1;0;0;3;3;1;13;29;0;1;9;1;2;0;2;26;13;0;0;0;0;7;0;1;0;0;1;5;0;2;0;0;1;13;3
CALDAS;FILADELFIA;99;20;SAN LUIS;2;;;RURAL;0;0;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;2;2;0
CALDAS;LA MERCED;0;0;PUESTO CABECERA MUNICIPAL;1;;;URBANO;0;0;14;2;1;0;0;2;6;0;0;0;0;0;3;0;0;0;2;4;6;0;14;18;0;0;0;1;0;0;0;3;2;2;0;0;0;0;1;3;0;1;9;8;0;69;0;0;5;15;17
CALDAS;LA MERCED;0;0;PUESTO CABECERA MUNICIPAL;2;;;URBANO;1;0;14;0;0;0;1;3;4;0;0;0;0;0;2;4;0;0;0;4;5;1;13;23;1;3;0;5;0;0;0;2;3;2;0;1;2;1;0;0;0;1;6;9;1;58;0;1;4;11;17
CALDAS;LA MERCED;0;0;PUESTO CABECERA MUNICIPAL;3;;;URBANO;0;1;11;0;1;1;0;6;3;0;2;0;0;0;1;1;0;0;1;3;2;1;9;15;2;3;0;2;0;0;1;1;6;1;1;1;2;0;0;0;0;2;8;12;0;42;0;0;4;20;6
CALDAS;LA MERCED;0;0;PUESTO CABECERA MUNICIPAL;4;;;URBANO;2;0;15;1;0;1;0;3;9;0;0;0;0;0;5;1;3;0;1;4;4;1;17;22;2;1;0;5;0;0;1;1;2;1;2;1;1;1;0;0;0;2;8;16;0;65;0;1;5;15;12
CALDAS;LA MERCED;0;0;PUESTO CABECERA MUNICIPAL;5;;;URBANO;1;0;19;0;1;0;0;2;3;0;0;2;1;0;3;1;0;0;1;4;5;0;13;13;1;1;0;3;0;0;3;0;5;0;0;0;1;1;0;1;0;2;7;15;1;52;0;1;4;16;8
CALDAS;LA MERCED;0;0;PUESTO CABECERA MUNICIPAL;6;;;URBANO;0;0;13;0;0;3;0;2;4;0;1;0;1;1;6;1;0;0;2;0;6;2;5;18;2;2;1;4;2;0;0;3;6;1;0;0;0;0;0;0;0;0;2;6;0;48;1;0;7;18;8
CALDAS;LA MERCED;0;0;PUESTO CABECERA MUNICIPAL;7;;;URBANO;0;0;14;0;0;0;1;1;3;0;2;2;0;0;4;0;0;0;1;0;5;0;11;6;0;4;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;8;0;52;0;0;11;12;5
CALDAS;LA MERCED;0;0;PUESTO CABECERA MUNICIPAL;8;;;URBANO;1;0;23;2;0;1;0;7;5;1;0;0;0;0;7;1;0;1;0;1;4;0;6;7;2;2;0;5;0;0;2;3;3;0;0;0;1;1;0;0;0;1;4;10;0;49;0;0;12;6;2
CALDAS;LA MERCED;0;0;PUESTO CABECERA MUNICIPAL;9;;;URBANO;0;0;10;1;0;0;0;3;4;0;1;1;0;0;4;1;0;2;0;1;5;0;4;20;0;0;0;0;0;0;0;3;4;0;0;0;0;1;0;0;0;2;1;7;2;40;0;0;8;12;1
CALDAS;LA MERCED;0;0;PUESTO CABECERA MUNICIPAL;10;;;URBANO;1;0;4;2;0;2;0;1;4;2;2;1;1;0;5;0;0;0;0;3;1;0;5;11;1;2;0;2;0;0;0;1;3;3;0;0;0;1;0;1;0;0;2;4;1;37;0;0;12;4;3
CALDAS;LA MERCED;99;40;EL LIMON;1;;;RURAL;2;1;31;0;1;0;0;0;3;0;0;0;0;0;6;0;1;0;0;1;1;0;18;25;0;0;0;0;0;0;0;0;1;3;0;0;0;2;0;2;0;0;4;1;0;80;0;1;3;18;1
CALDAS;LA MERCED;99;40;EL LIMON;2;;;RURAL;0;0;6;1;0;0;0;0;1;0;0;0;0;0;5;0;0;1;0;0;0;0;5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;3;5;1
CALDAS;LA MERCED;99;45;EL TAMBOR;1;;;RURAL;0;0;15;0;0;0;0;0;1;0;1;0;1;0;2;2;0;1;1;2;6;0;8;3;2;1;0;1;1;0;1;0;5;1;0;0;0;2;0;0;0;0;9;10;0;66;0;0;3;13;10
CALDAS;LA MERCED;99;60;LA FELISA;1;;;RURAL;0;0;24;0;0;0;0;0;3;1;1;0;0;0;5;1;0;0;0;1;1;1;3;28;1;3;0;1;0;0;0;2;1;0;0;0;0;2;0;0;0;4;4;11;0;69;0;0;4;14;2
CALDAS;LA MERCED;99;60;LA FELISA;2;;;RURAL;0;0;18;0;0;2;0;0;2;2;1;0;0;0;1;0;0;1;0;0;0;2;2;13;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;4;1;28;0;0;2;3;1
CALDAS;LA MERCED;99;70;MACIEGAL;1;;;RURAL;0;0;13;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;3;0;3;13;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;2;0;49;0;0;0;6;0
CALDAS;LA MERCED;99;80;PEÑA RICA;1;;;RURAL;0;0;7;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;3;0;4;26;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2;9;0;31;0;0;4;7;0
CALDAS;LA MERCED;99;85;SAN JOSE;1;;;RURAL;0;0;5;0;0;2;0;5;2;0;1;0;0;0;2;0;1;1;0;0;4;2;7;37;0;0;0;0;0;0;1;3;0;0;0;0;0;1;1;0;0;0;4;8;0;75;1;0;1;15;5
CALDAS;LA MERCED;99;85;SAN JOSE;2;;;RURAL;0;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;2;0;2;19;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;20;0;0;1;3;0
